user_id,signup_date,city,acquisition_channel
761,2024-03-25,Chennai,organic
762,2024-05-21,Mumbai,referral
763,2024-03-06,Pune,meta_ads
764,2024-03-15,Mumbai,organic
765,2024-06-27,Chennai,referral
766,2024-04-12,Bangalore,meta_ads
767,2024-06-14,Chennai,google_ads
768,2024-02-07,Bangalore,organic
769,2024-02-19,Delhi,meta_ads
770,2024-04-07,Chennai,meta_ads
771,2024-03-22,Chennai,meta_ads
772,2024-01-30,Pune,meta_ads
773,2024-03-19,Mumbai,organic
774,2024-03-31,Bangalore,meta_ads
775,2024-06-27,Bangalore,referral
776,2024-02-21,Pune,organic
777,2024-06-14,Pune,meta_ads
778,2024-03-19,Mumbai,organic
779,2024-01-30,Mumbai,referral
780,2024-04-15,Chennai,referral
781,2024-02-20,Delhi,organic
782,2024-03-21,Mumbai,meta_ads
783,2024-05-12,Pune,meta_ads
784,2024-01-29,Mumbai,referral
785,2024-05-11,Bangalore,meta_ads
786,2024-05-17,Delhi,referral
787,2024-05-24,Chennai,meta_ads
788,2024-03-14,Bangalore,referral
789,2024-01-17,Bangalore,google_ads
790,2024-03-24,Delhi,meta_ads
791,2024-03-09,Chennai,meta_ads
792,2024-02-03,Pune,meta_ads
793,2024-01-06,Chennai,organic
794,2024-02-22,Mumbai,meta_ads
795,2024-05-05,Bangalore,organic
796,2024-02-12,Mumbai,organic
797,2024-04-24,Pune,referral
798,2024-04-20,Mumbai,organic
799,2024-05-30,Chennai,organic
800,2024-03-20,Mumbai,google_ads
801,2024-04-04,Pune,meta_ads
802,2024-04-27,Pune,organic
803,2024-05-23,Pune,meta_ads
804,2024-01-08,Chennai,organic
805,2024-05-11,Pune,referral
806,2024-04-13,Bangalore,google_ads
807,2024-05-11,Pune,organic
808,2024-01-25,Mumbai,meta_ads
809,2024-04-05,Mumbai,referral
810,2024-06-03,Mumbai,meta_ads
811,2024-04-02,Chennai,referral
812,2024-06-08,Mumbai,google_ads
813,2024-06-26,Chennai,referral
814,2024-03-01,Chennai,meta_ads
815,2024-05-01,Pune,meta_ads
816,2024-02-20,Bangalore,organic
817,2024-05-26,Pune,referral
818,2024-01-21,Pune,meta_ads
819,2024-01-05,Chennai,organic
820,2024-04-01,Chennai,google_ads
821,2024-06-18,Mumbai,meta_ads
822,2024-03-01,Mumbai,organic
823,2024-01-22,Pune,meta_ads
824,2024-05-28,Delhi,referral
825,2024-03-10,Delhi,organic
826,2024-01-01,Mumbai,referral
827,2024-05-12,Delhi,google_ads
828,2024-01-12,Mumbai,referral
829,2024-03-30,Chennai,organic
830,2024-02-15,Pune,meta_ads
831,2024-02-03,Bangalore,organic
832,2024-06-25,Pune,referral
833,2024-03-18,Mumbai,referral
834,2024-02-14,Mumbai,meta_ads
835,2024-06-03,Pune,google_ads
836,2024-03-13,Mumbai,organic
837,2024-01-26,Delhi,meta_ads
838,2024-02-16,Delhi,meta_ads
839,2024-04-30,Mumbai,meta_ads
840,2024-02-25,Mumbai,organic
841,2024-04-03,Delhi,organic
842,2024-04-16,Mumbai,organic
843,2024-03-03,Mumbai,google_ads
844,2024-02-17,Pune,meta_ads
845,2024-03-01,Bangalore,referral
846,2024-03-21,Delhi,referral
847,2024-01-26,Pune,meta_ads
848,2024-02-05,Bangalore,referral
849,2024-01-01,Mumbai,google_ads
850,2024-01-08,Mumbai,google_ads
851,2024-04-22,Pune,organic
852,2024-04-08,Mumbai,organic
853,2024-06-28,Chennai,organic
854,2024-02-16,Pune,organic
855,2024-05-06,Bangalore,organic
856,2024-02-25,Pune,referral
857,2024-01-14,Delhi,referral
858,2024-01-28,Pune,organic
859,2024-03-18,Mumbai,google_ads
860,2024-05-09,Mumbai,referral
861,2024-04-18,Chennai,google_ads
862,2024-06-02,Chennai,google_ads
863,2024-01-14,Chennai,meta_ads
864,2024-02-25,Bangalore,meta_ads
865,2024-04-24,Chennai,organic
866,2024-01-07,Bangalore,google_ads
867,2024-01-03,Chennai,referral
868,2024-04-20,Bangalore,meta_ads
869,2024-05-30,Pune,meta_ads
870,2024-04-16,Pune,google_ads
871,2024-01-18,Mumbai,meta_ads
872,2024-02-07,Bangalore,meta_ads
873,2024-04-24,Delhi,referral
874,2024-01-15,Mumbai,google_ads
875,2024-04-28,Pune,meta_ads
876,2024-01-28,Bangalore,google_ads
877,2024-02-08,Chennai,meta_ads
878,2024-01-17,Delhi,referral
879,2024-03-26,Pune,google_ads
880,2024-05-05,Mumbai,meta_ads
881,2024-02-13,Bangalore,referral
882,2024-01-25,Delhi,meta_ads
883,2024-05-24,Bangalore,google_ads
884,2024-01-13,Chennai,meta_ads
885,2024-01-25,Mumbai,google_ads
886,2024-03-08,Bangalore,google_ads
887,2024-05-17,Pune,meta_ads
888,2024-03-07,Mumbai,referral
889,2024-04-18,Pune,organic
890,2024-05-25,Bangalore,referral
891,2024-04-20,Mumbai,referral
892,2024-04-20,Pune,meta_ads
893,2024-02-03,Chennai,referral
894,2024-04-20,Chennai,referral
895,2024-01-08,Bangalore,organic
896,2024-06-16,Mumbai,referral
897,2024-04-22,Delhi,organic
898,2024-03-23,Mumbai,meta_ads
899,2024-02-11,Chennai,organic
900,2024-06-17,Pune,google_ads
901,2024-04-10,Delhi,google_ads
902,2024-01-06,Bangalore,organic
903,2024-06-28,Delhi,google_ads
904,2024-01-26,Bangalore,meta_ads
905,2024-03-04,Delhi,google_ads
906,2024-02-28,Bangalore,organic
907,2024-04-18,Bangalore,meta_ads
908,2024-04-30,Delhi,google_ads
909,2024-02-02,Delhi,meta_ads
910,2024-05-29,Bangalore,organic
911,2024-01-21,Chennai,google_ads
912,2024-03-10,Delhi,meta_ads
913,2024-04-21,Mumbai,meta_ads
914,2024-01-04,Pune,google_ads
915,2024-04-03,Bangalore,meta_ads
916,2024-03-15,Bangalore,meta_ads
917,2024-03-02,Pune,organic
918,2024-04-03,Chennai,organic
919,2024-04-04,Pune,organic
920,2024-05-31,Delhi,organic
921,2024-02-24,Pune,organic
922,2024-05-16,Bangalore,organic
923,2024-05-10,Pune,google_ads
924,2024-01-31,Mumbai,organic
925,2024-02-09,Delhi,meta_ads
926,2024-02-05,Pune,google_ads
927,2024-05-31,Bangalore,meta_ads
928,2024-01-06,Delhi,organic
929,2024-03-06,Bangalore,organic
930,2024-03-15,Chennai,meta_ads
931,2024-01-04,Mumbai,meta_ads
932,2024-03-19,Chennai,meta_ads
933,2024-05-13,Mumbai,referral
934,2024-04-27,Pune,referral
935,2024-04-22,Delhi,referral
936,2024-04-03,Pune,referral
937,2024-06-27,Mumbai,google_ads
938,2024-03-02,Mumbai,organic
939,2024-03-19,Mumbai,meta_ads
940,2024-05-15,Bangalore,organic
941,2024-01-26,Delhi,meta_ads
942,2024-06-27,Pune,organic
943,2024-06-21,Pune,google_ads
944,2024-02-13,Chennai,referral
945,2024-05-12,Mumbai,organic
946,2024-03-10,Mumbai,meta_ads
947,2024-06-02,Mumbai,organic
948,2024-04-27,Pune,google_ads
949,2024-03-08,Chennai,google_ads
950,2024-01-19,Bangalore,organic
951,2024-01-20,Delhi,referral
952,2024-04-22,Bangalore,meta_ads
953,2024-05-19,Pune,google_ads
954,2024-02-16,Mumbai,google_ads
955,2024-01-01,Delhi,organic
956,2024-03-30,Pune,google_ads
957,2024-05-21,Pune,google_ads
958,2024-03-04,Pune,meta_ads
959,2024-02-07,Delhi,referral
960,2024-02-06,Delhi,meta_ads
961,2024-05-05,Chennai,referral
962,2024-05-18,Chennai,meta_ads
963,2024-04-09,Bangalore,organic
964,2024-03-17,Delhi,google_ads
965,2024-01-03,Delhi,referral
966,2024-06-09,Delhi,organic
967,2024-05-13,Chennai,google_ads
968,2024-06-26,Pune,google_ads
969,2024-01-10,Mumbai,google_ads
970,2024-01-05,Chennai,meta_ads
971,2024-05-30,Delhi,organic
972,2024-05-17,Chennai,organic
973,2024-06-20,Bangalore,google_ads
974,2024-05-09,Delhi,referral
975,2024-01-13,Bangalore,organic
976,2024-06-16,Delhi,meta_ads
977,2024-05-09,Chennai,referral
978,2024-03-24,Pune,referral
979,2024-03-05,Mumbai,referral
980,2024-03-03,Bangalore,referral
981,2024-04-10,Chennai,organic
982,2024-03-13,Pune,google_ads
983,2024-01-17,Chennai,referral
984,2024-01-09,Bangalore,meta_ads
985,2024-05-22,Mumbai,meta_ads
986,2024-05-31,Chennai,google_ads
987,2024-02-07,Delhi,organic
988,2024-06-11,Pune,google_ads
989,2024-04-03,Chennai,referral
990,2024-04-04,Pune,organic
991,2024-02-18,Delhi,organic
992,2024-03-09,Mumbai,referral
993,2024-03-02,Mumbai,meta_ads
994,2024-06-26,Delhi,referral
995,2024-03-18,Pune,google_ads
996,2024-04-26,Chennai,referral
997,2024-04-29,Delhi,meta_ads
998,2024-05-16,Bangalore,referral
999,2024-06-10,Pune,google_ads
1000,2024-03-16,Mumbai,google_ads
1001,2024-02-04,Delhi,meta_ads
1002,2024-01-01,Mumbai,google_ads
1003,2024-02-09,Pune,google_ads
1004,2024-03-04,Mumbai,referral
1005,2024-05-29,Delhi,organic
1006,2024-02-29,Pune,google_ads
1007,2024-03-04,Bangalore,google_ads
1008,2024-04-02,Delhi,meta_ads
1009,2024-03-12,Chennai,meta_ads
1010,2024-01-11,Delhi,referral
1011,2024-04-14,Pune,referral
1012,2024-01-14,Delhi,google_ads
1013,2024-02-29,Bangalore,organic
1014,2024-01-30,Bangalore,organic
1015,2024-02-04,Chennai,referral
1016,2024-06-13,Mumbai,meta_ads
1017,2024-01-05,Pune,google_ads
1018,2024-03-23,Pune,google_ads
1019,2024-05-02,Mumbai,organic
1020,2024-03-18,Bangalore,referral
1021,2024-06-02,Bangalore,organic
1022,2024-03-02,Delhi,organic
1023,2024-05-11,Chennai,referral
1024,2024-03-29,Chennai,meta_ads
1025,2024-02-11,Chennai,google_ads
1026,2024-03-29,Delhi,meta_ads
1027,2024-05-25,Chennai,referral
1028,2024-02-09,Mumbai,referral
1029,2024-03-12,Delhi,google_ads
1030,2024-02-08,Mumbai,meta_ads
1031,2024-04-13,Delhi,google_ads
1032,2024-01-14,Chennai,organic
1033,2024-02-01,Mumbai,organic
1034,2024-06-27,Mumbai,organic
1035,2024-05-04,Mumbai,meta_ads
1036,2024-06-14,Delhi,organic
1037,2024-04-06,Pune,google_ads
1038,2024-01-23,Chennai,meta_ads
1039,2024-03-03,Mumbai,google_ads
1040,2024-05-22,Pune,referral
1041,2024-06-01,Chennai,meta_ads
1042,2024-05-24,Chennai,google_ads
1043,2024-02-22,Mumbai,google_ads
1044,2024-04-13,Mumbai,meta_ads
1045,2024-04-13,Delhi,referral
1046,2024-06-27,Pune,meta_ads
1047,2024-02-08,Pune,organic
1048,2024-06-27,Mumbai,organic
1049,2024-05-13,Chennai,referral
1050,2024-03-07,Mumbai,google_ads
1051,2024-05-14,Chennai,google_ads
1052,2024-06-27,Chennai,google_ads
1053,2024-02-11,Mumbai,meta_ads
1054,2024-01-15,Bangalore,meta_ads
1055,2024-04-20,Pune,referral
1056,2024-06-05,Chennai,organic
1057,2024-02-02,Chennai,google_ads
1058,2024-06-03,Bangalore,organic
1059,2024-06-12,Delhi,meta_ads
1060,2024-06-05,Bangalore,meta_ads
1061,2024-02-07,Bangalore,meta_ads
1062,2024-04-06,Chennai,organic
1063,2024-06-03,Pune,referral
1064,2024-02-02,Bangalore,referral
1065,2024-03-26,Delhi,meta_ads
1066,2024-03-06,Mumbai,google_ads
1067,2024-01-10,Bangalore,organic
1068,2024-01-05,Bangalore,meta_ads
1069,2024-05-02,Delhi,organic
1070,2024-03-14,Pune,organic
1071,2024-04-06,Bangalore,referral
1072,2024-04-27,Bangalore,meta_ads
1073,2024-02-07,Pune,referral
1074,2024-05-20,Delhi,meta_ads
1075,2024-06-07,Bangalore,organic
1076,2024-02-16,Pune,referral
1077,2024-04-18,Bangalore,organic
1078,2024-06-28,Mumbai,meta_ads
1079,2024-01-15,Chennai,google_ads
1080,2024-06-05,Mumbai,referral
1081,2024-05-15,Bangalore,referral
1082,2024-01-05,Delhi,organic
1083,2024-06-05,Chennai,organic
1084,2024-02-16,Mumbai,google_ads
1085,2024-03-08,Pune,referral
1086,2024-03-16,Delhi,meta_ads
1087,2024-06-21,Mumbai,meta_ads
1088,2024-05-09,Pune,referral
1089,2024-06-03,Bangalore,referral
1090,2024-04-04,Pune,referral
1091,2024-04-24,Mumbai,google_ads
1092,2024-06-12,Mumbai,meta_ads
1093,2024-02-05,Bangalore,meta_ads
1094,2024-01-26,Pune,organic
1095,2024-02-12,Pune,organic
1096,2024-01-27,Bangalore,referral
1097,2024-03-09,Pune,organic
1098,2024-05-27,Bangalore,google_ads
1099,2024-01-11,Delhi,meta_ads
1100,2024-03-14,Mumbai,meta_ads
1101,2024-04-13,Delhi,organic
1102,2024-02-07,Chennai,referral
1103,2024-05-13,Chennai,organic
1104,2024-01-23,Chennai,referral
1105,2024-02-16,Bangalore,google_ads
1106,2024-03-30,Pune,meta_ads
1107,2024-02-15,Delhi,google_ads
1108,2024-04-16,Delhi,meta_ads
1109,2024-05-19,Delhi,google_ads
1110,2024-05-20,Delhi,organic
1111,2024-04-13,Chennai,google_ads
1112,2024-04-20,Delhi,google_ads
1113,2024-04-13,Pune,organic
1114,2024-02-29,Chennai,meta_ads
1115,2024-06-19,Delhi,meta_ads
1116,2024-04-09,Bangalore,organic
1117,2024-03-08,Mumbai,google_ads
1118,2024-05-12,Mumbai,google_ads
1119,2024-04-29,Mumbai,google_ads
1120,2024-02-06,Chennai,referral
1121,2024-03-12,Delhi,meta_ads
1122,2024-05-06,Chennai,google_ads
1123,2024-04-15,Pune,meta_ads
1124,2024-04-01,Bangalore,google_ads
1125,2024-01-31,Bangalore,organic
1126,2024-05-01,Mumbai,organic
1127,2024-05-16,Mumbai,meta_ads
1128,2024-02-20,Mumbai,meta_ads
1129,2024-01-29,Delhi,organic
1130,2024-02-09,Pune,referral
1131,2024-02-10,Pune,organic
1132,2024-01-11,Pune,google_ads
1133,2024-05-30,Pune,referral
1134,2024-01-01,Mumbai,organic
1135,2024-02-15,Bangalore,referral
1136,2024-04-10,Mumbai,referral
1137,2024-05-28,Pune,referral
1138,2024-03-30,Mumbai,meta_ads
1139,2024-04-19,Pune,organic
1140,2024-06-12,Chennai,meta_ads
1141,2024-02-26,Bangalore,meta_ads
1142,2024-01-01,Chennai,google_ads
1143,2024-03-03,Delhi,google_ads
1144,2024-02-24,Mumbai,referral
1145,2024-04-24,Delhi,referral
1146,2024-06-16,Mumbai,google_ads
1147,2024-05-22,Chennai,google_ads
1148,2024-05-28,Pune,organic
1149,2024-06-23,Pune,referral
1150,2024-02-22,Mumbai,referral
1151,2024-05-16,Pune,google_ads
1152,2024-06-28,Chennai,organic
1153,2024-02-26,Pune,google_ads
1154,2024-04-26,Chennai,google_ads
1155,2024-06-02,Delhi,meta_ads
1156,2024-06-17,Chennai,referral
1157,2024-02-04,Bangalore,organic
1158,2024-03-03,Bangalore,meta_ads
1159,2024-01-25,Bangalore,referral
1160,2024-03-30,Mumbai,google_ads
1161,2024-03-15,Mumbai,organic
1162,2024-02-07,Mumbai,referral
1163,2024-05-09,Chennai,google_ads
1164,2024-05-14,Mumbai,meta_ads
1165,2024-06-10,Delhi,organic
1166,2024-03-31,Bangalore,referral
1167,2024-01-17,Chennai,meta_ads
1168,2024-05-07,Bangalore,google_ads
1169,2024-06-19,Mumbai,google_ads
1170,2024-04-17,Chennai,referral
1171,2024-06-27,Pune,google_ads
1172,2024-05-31,Delhi,organic
1173,2024-01-25,Mumbai,referral
1174,2024-06-28,Mumbai,meta_ads
1175,2024-03-28,Delhi,referral
1176,2024-06-09,Delhi,referral
1177,2024-06-25,Pune,meta_ads
1178,2024-01-29,Mumbai,google_ads
1179,2024-03-03,Mumbai,meta_ads
1180,2024-05-29,Bangalore,organic
1181,2024-06-02,Chennai,google_ads
1182,2024-06-04,Chennai,referral
1183,2024-04-23,Bangalore,google_ads
1184,2024-02-18,Chennai,google_ads
1185,2024-03-21,Delhi,organic
1186,2024-03-24,Chennai,google_ads
1187,2024-04-14,Chennai,google_ads
1188,2024-06-25,Bangalore,google_ads
1189,2024-05-27,Pune,referral
1190,2024-04-27,Chennai,google_ads
1191,2024-03-26,Chennai,meta_ads
1192,2024-03-03,Pune,google_ads
1193,2024-04-13,Bangalore,organic
1194,2024-02-18,Pune,google_ads
1195,2024-03-11,Bangalore,google_ads
1196,2024-01-01,Delhi,referral
1197,2024-05-20,Bangalore,meta_ads
1198,2024-06-27,Delhi,google_ads
1199,2024-05-02,Delhi,meta_ads
1200,2024-03-02,Bangalore,organic
1201,2024-02-01,Mumbai,referral
1202,2024-06-06,Bangalore,meta_ads
1203,2024-01-29,Chennai,referral
1204,2024-02-18,Chennai,google_ads
1205,2024-06-21,Mumbai,organic
1206,2024-01-30,Delhi,referral
1207,2024-05-23,Mumbai,google_ads
1208,2024-06-16,Chennai,meta_ads
1209,2024-01-19,Mumbai,organic
1210,2024-01-18,Bangalore,organic
1211,2024-01-01,Mumbai,meta_ads
1212,2024-03-18,Delhi,meta_ads
1213,2024-04-24,Bangalore,organic
1214,2024-06-23,Pune,referral
1215,2024-04-22,Chennai,organic
1216,2024-04-23,Chennai,meta_ads
1217,2024-06-14,Mumbai,referral
1218,2024-06-27,Bangalore,google_ads
1219,2024-03-03,Pune,organic
1220,2024-05-11,Bangalore,meta_ads
1221,2024-05-08,Chennai,google_ads
1222,2024-01-08,Bangalore,organic
1223,2024-06-05,Pune,organic
1224,2024-02-24,Mumbai,referral
1225,2024-04-12,Delhi,meta_ads
1226,2024-05-10,Bangalore,google_ads
1227,2024-02-01,Delhi,organic
1228,2024-01-10,Chennai,referral
1229,2024-04-19,Mumbai,google_ads
1230,2024-06-10,Mumbai,google_ads
1231,2024-05-03,Bangalore,organic
1232,2024-03-27,Mumbai,google_ads
1233,2024-02-24,Bangalore,organic
1234,2024-02-01,Bangalore,referral
1235,2024-06-26,Delhi,referral
1236,2024-05-14,Mumbai,google_ads
1237,2024-04-02,Bangalore,organic
1238,2024-01-08,Delhi,meta_ads
1239,2024-03-05,Pune,referral
1240,2024-02-26,Delhi,organic
1241,2024-03-07,Delhi,organic
1242,2024-03-12,Bangalore,organic
1243,2024-02-23,Chennai,google_ads
1244,2024-03-07,Chennai,meta_ads
1245,2024-02-20,Chennai,google_ads
1246,2024-04-06,Delhi,referral
1247,2024-04-01,Bangalore,google_ads
1248,2024-01-08,Mumbai,organic
1249,2024-06-10,Delhi,google_ads
1250,2024-02-04,Delhi,organic
1251,2024-04-05,Bangalore,meta_ads
1252,2024-03-28,Pune,google_ads
1253,2024-03-18,Delhi,google_ads
1254,2024-02-01,Pune,google_ads
1255,2024-04-29,Pune,organic
1256,2024-02-15,Chennai,organic
1257,2024-05-23,Bangalore,google_ads
1258,2024-06-13,Pune,google_ads
1259,2024-05-21,Bangalore,meta_ads
1260,2024-02-24,Chennai,meta_ads
1261,2024-06-24,Bangalore,referral
1262,2024-01-07,Delhi,meta_ads
1263,2024-03-14,Pune,meta_ads
1264,2024-01-07,Bangalore,meta_ads
1265,2024-06-09,Mumbai,organic
1266,2024-05-30,Bangalore,meta_ads
1267,2024-03-25,Pune,meta_ads
1268,2024-05-26,Chennai,google_ads
1269,2024-04-21,Chennai,organic
1270,2024-05-04,Pune,referral
1271,2024-05-26,Delhi,referral
1272,2024-02-05,Delhi,meta_ads
1273,2024-01-29,Chennai,referral
1274,2024-03-22,Chennai,referral
1275,2024-01-02,Pune,referral
1276,2024-05-08,Delhi,meta_ads
1277,2024-02-16,Chennai,referral
1278,2024-05-27,Delhi,meta_ads
1279,2024-01-11,Chennai,google_ads
1280,2024-05-09,Bangalore,google_ads
1281,2024-04-28,Mumbai,referral
1282,2024-05-19,Bangalore,google_ads
1283,2024-01-20,Chennai,meta_ads
1284,2024-01-05,Mumbai,google_ads
1285,2024-02-06,Mumbai,referral
1286,2024-06-14,Chennai,meta_ads
1287,2024-05-16,Chennai,organic
1288,2024-02-22,Delhi,meta_ads
1289,2024-06-20,Chennai,google_ads
1290,2024-04-08,Pune,organic
1291,2024-03-26,Chennai,meta_ads
1292,2024-04-17,Pune,organic
1293,2024-01-24,Chennai,organic
1294,2024-03-21,Delhi,organic
1295,2024-06-06,Pune,meta_ads
1296,2024-04-29,Bangalore,google_ads
1297,2024-02-28,Pune,meta_ads
1298,2024-05-07,Delhi,google_ads
1299,2024-04-23,Pune,meta_ads
1300,2024-04-24,Chennai,meta_ads
1301,2024-01-14,Chennai,meta_ads
1302,2024-01-09,Delhi,google_ads
1303,2024-02-09,Mumbai,meta_ads
1304,2024-01-25,Chennai,organic
1305,2024-04-12,Bangalore,meta_ads
1306,2024-01-22,Delhi,organic
1307,2024-01-04,Pune,referral
1308,2024-06-02,Pune,referral
1309,2024-01-29,Bangalore,google_ads
1310,2024-04-18,Chennai,google_ads
1311,2024-04-07,Delhi,referral
1312,2024-02-06,Bangalore,meta_ads
1313,2024-03-15,Chennai,meta_ads
1314,2024-03-10,Delhi,meta_ads
1315,2024-05-25,Pune,referral
1316,2024-05-07,Delhi,organic
1317,2024-03-25,Mumbai,google_ads
1318,2024-02-11,Delhi,organic
1319,2024-04-09,Mumbai,referral
1320,2024-02-10,Delhi,organic
1321,2024-06-14,Mumbai,meta_ads
1322,2024-02-03,Pune,meta_ads
1323,2024-01-17,Chennai,organic
1324,2024-06-13,Mumbai,referral
1325,2024-06-01,Mumbai,organic
1326,2024-05-01,Pune,meta_ads
1327,2024-03-16,Mumbai,meta_ads
1328,2024-03-27,Bangalore,referral
1329,2024-04-26,Pune,organic
1330,2024-04-15,Bangalore,meta_ads
1331,2024-03-26,Pune,meta_ads
1332,2024-01-27,Mumbai,organic
1333,2024-02-26,Bangalore,organic
1334,2024-01-31,Mumbai,google_ads
1335,2024-05-13,Pune,referral
1336,2024-06-16,Mumbai,referral
1337,2024-04-07,Bangalore,organic
1338,2024-01-12,Bangalore,referral
1339,2024-02-22,Mumbai,meta_ads
1340,2024-05-17,Delhi,organic
1341,2024-06-21,Pune,organic
1342,2024-05-24,Pune,organic
1343,2024-06-02,Mumbai,google_ads
1344,2024-05-01,Delhi,referral
1345,2024-02-15,Bangalore,google_ads
1346,2024-03-04,Chennai,meta_ads
1347,2024-05-09,Chennai,referral
1348,2024-02-23,Mumbai,google_ads
1349,2024-04-16,Delhi,organic
1350,2024-02-20,Delhi,google_ads
1351,2024-02-05,Pune,organic
1352,2024-04-24,Bangalore,google_ads
1353,2024-01-26,Delhi,google_ads
1354,2024-01-29,Chennai,google_ads
1355,2024-05-28,Bangalore,organic
1356,2024-01-11,Bangalore,google_ads
1357,2024-02-09,Mumbai,referral
1358,2024-01-11,Delhi,referral
1359,2024-06-12,Mumbai,referral
1360,2024-04-22,Delhi,organic
1361,2024-02-08,Pune,organic
1362,2024-02-23,Mumbai,referral
1363,2024-04-07,Mumbai,referral
1364,2024-02-24,Chennai,referral
1365,2024-04-20,Mumbai,meta_ads
1366,2024-05-31,Delhi,referral
1367,2024-05-29,Chennai,google_ads
1368,2024-03-09,Mumbai,meta_ads
1369,2024-02-25,Mumbai,meta_ads
1370,2024-02-02,Pune,organic
1371,2024-02-05,Mumbai,google_ads
1372,2024-05-27,Bangalore,organic
1373,2024-03-21,Chennai,organic
1374,2024-04-18,Bangalore,google_ads
1375,2024-06-02,Chennai,organic
1376,2024-03-13,Pune,google_ads
1377,2024-02-09,Mumbai,google_ads
1378,2024-01-17,Mumbai,organic
1379,2024-05-08,Mumbai,referral
1380,2024-03-01,Chennai,organic
1381,2024-06-19,Mumbai,meta_ads
1382,2024-04-13,Bangalore,organic
1383,2024-02-11,Mumbai,google_ads
1384,2024-01-25,Pune,meta_ads
1385,2024-02-08,Bangalore,google_ads
1386,2024-02-04,Mumbai,referral
1387,2024-05-10,Mumbai,referral
1388,2024-04-17,Delhi,meta_ads
1389,2024-06-20,Chennai,referral
1390,2024-06-27,Bangalore,referral
1391,2024-04-11,Delhi,organic
1392,2024-04-07,Pune,organic
1393,2024-01-12,Chennai,referral
1394,2024-01-19,Bangalore,referral
1395,2024-04-10,Mumbai,organic
1396,2024-02-13,Bangalore,referral
1397,2024-02-18,Mumbai,referral
1398,2024-01-17,Chennai,google_ads
1399,2024-03-14,Mumbai,referral
1400,2024-02-26,Pune,meta_ads
1401,2024-02-24,Mumbai,google_ads
1402,2024-02-16,Pune,meta_ads
1403,2024-01-12,Chennai,referral
1404,2024-03-02,Chennai,organic
1405,2024-03-20,Bangalore,google_ads
1406,2024-03-23,Pune,organic
1407,2024-01-08,Pune,google_ads
1408,2024-05-28,Delhi,organic
1409,2024-03-21,Delhi,google_ads
1410,2024-04-27,Delhi,google_ads
1411,2024-01-25,Mumbai,meta_ads
1412,2024-03-29,Delhi,organic
1413,2024-01-12,Pune,meta_ads
1414,2024-05-22,Mumbai,meta_ads
1415,2024-02-28,Chennai,organic
1416,2024-06-02,Bangalore,google_ads
1417,2024-04-18,Delhi,meta_ads
1418,2024-01-26,Chennai,organic
1419,2024-02-16,Pune,google_ads
1420,2024-02-01,Bangalore,meta_ads
1421,2024-01-10,Chennai,meta_ads
1422,2024-01-16,Bangalore,meta_ads
1423,2024-05-24,Delhi,google_ads
1424,2024-05-30,Pune,meta_ads
1425,2024-01-26,Bangalore,google_ads
1426,2024-03-26,Chennai,referral
1427,2024-05-14,Delhi,meta_ads
1428,2024-01-14,Delhi,referral
1429,2024-03-19,Chennai,organic
1430,2024-04-26,Chennai,meta_ads
1431,2024-01-07,Bangalore,organic
1432,2024-05-16,Mumbai,organic
1433,2024-04-24,Delhi,organic
1434,2024-06-24,Bangalore,referral
1435,2024-03-12,Chennai,google_ads
1436,2024-02-28,Bangalore,referral
1437,2024-03-22,Chennai,referral
1438,2024-04-25,Pune,organic
1439,2024-06-15,Chennai,meta_ads
1440,2024-05-25,Chennai,google_ads
1441,2024-04-12,Chennai,organic
1442,2024-01-17,Mumbai,google_ads
1443,2024-01-14,Chennai,referral
1444,2024-06-07,Delhi,google_ads
1445,2024-05-31,Delhi,google_ads
1446,2024-04-17,Bangalore,meta_ads
1447,2024-02-14,Mumbai,organic
1448,2024-04-07,Bangalore,google_ads
1449,2024-05-10,Delhi,google_ads
1450,2024-02-06,Delhi,referral
1451,2024-06-19,Pune,referral
1452,2024-06-16,Chennai,google_ads
1453,2024-04-17,Delhi,organic
1454,2024-02-08,Bangalore,google_ads
1455,2024-01-15,Bangalore,google_ads
1456,2024-04-29,Chennai,meta_ads
1457,2024-01-04,Chennai,organic
1458,2024-04-02,Pune,meta_ads
1459,2024-06-01,Mumbai,organic
1460,2024-05-20,Bangalore,organic
1461,2024-06-09,Chennai,organic
1462,2024-01-16,Bangalore,meta_ads
1463,2024-06-18,Chennai,meta_ads
1464,2024-04-17,Delhi,meta_ads
1465,2024-05-05,Bangalore,referral
1466,2024-02-24,Delhi,meta_ads
1467,2024-06-18,Bangalore,referral
1468,2024-02-03,Mumbai,referral
1469,2024-06-06,Pune,referral
1470,2024-01-13,Delhi,google_ads
1471,2024-05-20,Chennai,google_ads
1472,2024-01-18,Mumbai,google_ads
1473,2024-06-08,Bangalore,referral
1474,2024-04-05,Delhi,referral
1475,2024-05-02,Bangalore,organic
1476,2024-02-08,Bangalore,referral
1477,2024-02-15,Bangalore,google_ads
1478,2024-01-29,Pune,referral
1479,2024-03-02,Pune,referral
1480,2024-01-16,Chennai,organic
1481,2024-04-30,Delhi,referral
1482,2024-01-10,Mumbai,meta_ads
1483,2024-06-06,Mumbai,organic
1484,2024-06-01,Mumbai,referral
1485,2024-04-12,Bangalore,referral
1486,2024-03-24,Pune,organic
1487,2024-05-12,Delhi,referral
1488,2024-03-05,Bangalore,google_ads
1489,2024-06-25,Pune,meta_ads
