session_id,user_id,date,feature_used
823343,1169,2024-03-07,"consult"
887733,1169,2024-03-29,"diagnostics"
347043,1169,2024-02-21,"pharmacy"
836005,1169,2024-04-08,"pharmacy"
229506,1170,2024-03-28,"browse"
899622,1171,2024-01-18,"consult"
436610,1171,2024-05-25,"browse"
31455,1171,2024-04-26,"consult"
878196,1171,2024-05-07,"pharmacy"
425395,1171,2024-01-12,"pharmacy"
33275,1171,2024-03-25,"consult"
119564,1172,2024-05-07,"browse"
914700,1172,2024-05-25,"diagnostics"
408978,1172,2024-02-17,"diagnostics"
187974,1172,2024-06-04,"diagnostics"
841307,1172,2024-05-26,"browse"
966482,1173,2024-02-17,"consult"
604654,1174,2024-04-08,"diagnostics"
49496,1174,2024-02-29,"browse"
489214,1174,2024-05-27,"consult"
372009,1175,2024-03-17,"diagnostics"
633163,1175,2024-06-25,"diagnostics"
808635,1175,2024-03-08,"diagnostics"
898458,1176,2024-03-15,"diagnostics"
795918,1177,2024-06-28,"diagnostics"
252660,1177,2024-03-30,"diagnostics"
841484,1177,2024-01-13,"browse"
791955,1177,2024-01-10,"pharmacy"
156027,1177,2024-06-28,"consult"
767155,1177,2024-05-05,"diagnostics"
91418,1177,2024-06-10,"browse"
786447,1178,2024-02-28,"consult"
70671,1178,2024-01-13,"consult"
987829,1178,2024-03-09,"diagnostics"
126003,1178,2024-03-05,"browse"
188317,1178,2024-05-30,"diagnostics"
725731,1178,2024-01-16,"diagnostics"
862737,1178,2024-01-17,"diagnostics"
819,1178,2024-06-21,"browse"
471900,1178,2024-01-09,"consult"
364432,1178,2024-01-27,"consult"
204309,1178,2024-03-12,"diagnostics"
255842,1178,2024-03-12,"browse"
567930,1178,2024-03-31,"browse"
711971,1178,2024-04-07,"browse"
392158,1179,2024-02-11,"diagnostics"
827647,1179,2024-01-13,"browse"
99662,1179,2024-04-27,"diagnostics"
115377,1179,2024-02-21,"browse"
583328,1179,2024-04-04,"consult"
847727,1179,2024-02-27,"browse"
960598,1179,2024-06-14,"diagnostics"
473459,1179,2024-01-16,"pharmacy"
781334,1179,2024-04-07,"pharmacy"
946496,1180,2024-01-22,"browse"
219502,1180,2024-06-09,"consult"
132309,1180,2024-03-20,"pharmacy"
130257,1180,2024-05-31,"consult"
414436,1180,2024-01-23,"pharmacy"
683610,1180,2024-04-28,"browse"
78305,1180,2024-04-29,"consult"
10447,1180,2024-04-02,"pharmacy"
809297,1180,2024-06-03,"diagnostics"
254819,1180,2024-06-03,"pharmacy"
412152,1181,2024-02-26,"pharmacy"
677122,1181,2024-06-05,"pharmacy"
114764,1181,2024-03-23,"consult"
643068,1181,2024-05-17,"diagnostics"
51419,1181,2024-06-25,"pharmacy"
382406,1181,2024-05-21,"diagnostics"
888733,1181,2024-02-09,"browse"
992219,1181,2024-05-21,"consult"
659267,1181,2024-02-18,"pharmacy"
353010,1181,2024-06-12,"browse"
965595,1182,2024-06-08,"browse"
251928,1182,2024-06-23,"browse"
334496,1182,2024-01-30,"consult"
485583,1182,2024-04-11,"consult"
819817,1182,2024-03-14,"consult"
5639,1182,2024-05-02,"consult"
282724,1182,2024-01-01,"diagnostics"
518150,1182,2024-03-02,"diagnostics"
227158,1182,2024-03-27,"diagnostics"
611016,1182,2024-01-08,"browse"
450695,1182,2024-05-10,"diagnostics"
225465,1182,2024-05-06,"browse"
148016,1183,2024-06-14,"pharmacy"
539262,1183,2024-05-16,"pharmacy"
493888,1183,2024-06-25,"diagnostics"
291996,1183,2024-03-30,"diagnostics"
233756,1184,2024-02-02,"browse"
51550,1184,2024-03-23,"browse"
242329,1184,2024-04-23,"consult"
716170,1184,2024-04-11,"pharmacy"
276839,1184,2024-02-17,"diagnostics"
263547,1184,2024-06-16,"pharmacy"
797862,1185,2024-04-20,"diagnostics"
705009,1186,2024-01-23,"consult"
322236,1186,2024-06-03,"browse"
76204,1186,2024-01-27,"consult"
664452,1186,2024-02-04,"pharmacy"
164330,1186,2024-06-22,"pharmacy"
875063,1186,2024-05-06,"diagnostics"
303078,1186,2024-05-31,"pharmacy"
42446,1186,2024-02-07,"browse"
442565,1187,2024-06-24,"consult"
46578,1187,2024-06-26,"consult"
643759,1187,2024-06-15,"diagnostics"
954116,1187,2024-03-24,"diagnostics"
902134,1187,2024-02-29,"diagnostics"
180956,1187,2024-05-14,"browse"
428610,1187,2024-03-09,"diagnostics"
829516,1187,2024-05-23,"pharmacy"
531467,1187,2024-01-27,"pharmacy"
215788,1187,2024-06-09,"diagnostics"
194900,1187,2024-04-17,"consult"
69942,1187,2024-02-21,"consult"
875120,1187,2024-04-29,"diagnostics"
606290,1188,2024-03-05,"browse"
291842,1188,2024-04-14,"browse"
948612,1188,2024-05-16,"consult"
607990,1188,2024-01-30,"diagnostics"
25180,1189,2024-01-27,"consult"
667885,1189,2024-03-03,"diagnostics"
378192,1189,2024-01-31,"pharmacy"
488338,1189,2024-04-23,"pharmacy"
13916,1189,2024-05-14,"consult"
888740,1189,2024-03-11,"pharmacy"
712839,1190,2024-01-28,"pharmacy"
297310,1190,2024-01-17,"diagnostics"
527754,1190,2024-05-22,"pharmacy"
922867,1190,2024-04-04,"consult"
59397,1190,2024-01-12,"diagnostics"
379068,1190,2024-04-12,"browse"
827811,1190,2024-02-04,"diagnostics"
609897,1190,2024-04-01,"diagnostics"
89292,1190,2024-03-03,"diagnostics"
752039,1190,2024-03-22,"diagnostics"
490020,1190,2024-05-12,"consult"
94322,1190,2024-04-30,"consult"
643203,1191,2024-04-27,"pharmacy"
209815,1191,2024-06-15,"browse"
315317,1191,2024-02-07,"pharmacy"
970898,1192,2024-01-26,"diagnostics"
56627,1192,2024-04-27,"consult"
162022,1192,2024-05-29,"consult"
467850,1192,2024-04-20,"diagnostics"
14012,1192,2024-02-18,"diagnostics"
407644,1192,2024-05-03,"consult"
835468,1193,2024-02-27,"diagnostics"
108991,1193,2024-06-07,"diagnostics"
587256,1193,2024-05-01,"consult"
105130,1193,2024-02-05,"pharmacy"
540502,1193,2024-03-01,"browse"
728909,1193,2024-02-18,"diagnostics"
850315,1193,2024-01-06,"browse"
707758,1193,2024-01-23,"diagnostics"
561097,1193,2024-04-07,"consult"
10091,1193,2024-04-05,"pharmacy"
528006,1193,2024-06-08,"consult"
861666,1193,2024-05-27,"diagnostics"
738271,1194,2024-06-28,"diagnostics"
386217,1194,2024-05-08,"diagnostics"
500742,1194,2024-05-03,"pharmacy"
515925,1194,2024-06-26,"pharmacy"
565810,1194,2024-04-29,"browse"
876910,1195,2024-04-15,"pharmacy"
27679,1195,2024-05-03,"pharmacy"
877501,1195,2024-01-12,"browse"
967510,1195,2024-03-18,"pharmacy"
788688,1195,2024-03-10,"diagnostics"
577543,1195,2024-06-23,"consult"
73497,1195,2024-02-26,"diagnostics"
8429,1195,2024-01-26,"diagnostics"
841585,1195,2024-04-27,"consult"
568309,1195,2024-02-16,"pharmacy"
984226,1196,2024-06-06,"pharmacy"
664536,1196,2024-01-24,"pharmacy"
621779,1196,2024-02-23,"diagnostics"
746015,1196,2024-01-08,"diagnostics"
5041,1196,2024-06-23,"diagnostics"
187437,1196,2024-03-20,"diagnostics"
878780,1196,2024-03-29,"diagnostics"
787378,1196,2024-05-15,"pharmacy"
770840,1196,2024-04-22,"browse"
746834,1196,2024-02-12,"pharmacy"
996273,1196,2024-01-13,"pharmacy"
64124,1196,2024-03-16,"diagnostics"
197556,1197,2024-04-13,"pharmacy"
859175,1197,2024-01-23,"browse"
20410,1197,2024-03-09,"pharmacy"
23753,1197,2024-06-03,"diagnostics"
240899,1197,2024-03-10,"consult"
911770,1197,2024-02-16,"pharmacy"
834421,1197,2024-06-16,"browse"
675078,1198,2024-05-30,"browse"
795839,1198,2024-04-22,"diagnostics"
136289,1198,2024-01-29,"consult"
75947,1198,2024-04-24,"consult"
507034,1198,2024-05-19,"consult"
603940,1198,2024-02-03,"browse"
41949,1198,2024-06-12,"pharmacy"
187231,1198,2024-06-08,"consult"
425337,1198,2024-05-29,"pharmacy"
126492,1198,2024-05-18,"browse"
955329,1198,2024-02-25,"consult"
186206,1199,2024-02-27,"consult"
31027,1199,2024-03-01,"consult"
728282,1199,2024-01-30,"consult"
692984,1199,2024-03-12,"consult"
49028,1199,2024-06-02,"pharmacy"
606287,1199,2024-05-08,"consult"
331988,1199,2024-03-11,"diagnostics"
50111,1199,2024-05-31,"consult"
171954,1199,2024-06-14,"diagnostics"
797101,1200,2024-06-28,"consult"
281773,1200,2024-03-15,"browse"
75450,1200,2024-05-17,"pharmacy"
837624,1200,2024-05-11,"browse"
11593,1200,2024-01-18,"browse"
176050,1200,2024-05-30,"browse"
386712,1200,2024-02-29,"consult"
752579,1200,2024-03-17,"pharmacy"
818301,1200,2024-01-29,"browse"
321821,1200,2024-04-28,"pharmacy"
522459,1200,2024-01-07,"browse"
529064,1200,2024-03-14,"consult"
187930,1200,2024-01-21,"browse"
322866,1201,2024-04-02,"diagnostics"
898316,1201,2024-04-18,"consult"
677078,1201,2024-04-23,"consult"
846744,1201,2024-05-04,"consult"
399596,1201,2024-05-20,"consult"
880797,1201,2024-05-19,"consult"
654272,1201,2024-01-18,"pharmacy"
252756,1201,2024-04-26,"pharmacy"
89661,1201,2024-01-24,"browse"
723344,1201,2024-04-15,"browse"
677640,1201,2024-06-28,"browse"
6798,1202,2024-03-17,"browse"
754932,1202,2024-03-21,"pharmacy"
201352,1202,2024-02-25,"consult"
632413,1202,2024-05-06,"diagnostics"
168925,1202,2024-02-05,"browse"
418743,1202,2024-01-20,"diagnostics"
50933,1202,2024-02-29,"diagnostics"
23241,1202,2024-05-08,"pharmacy"
172588,1202,2024-06-16,"browse"
232101,1202,2024-01-24,"browse"
996698,1202,2024-04-16,"consult"
373479,1202,2024-05-28,"consult"
804446,1203,2024-06-08,"diagnostics"
542710,1203,2024-02-26,"browse"
709533,1203,2024-03-11,"pharmacy"
700894,1203,2024-06-20,"pharmacy"
21603,1203,2024-04-16,"pharmacy"
755051,1203,2024-05-09,"diagnostics"
826410,1204,2024-03-03,"consult"
992953,1204,2024-04-26,"browse"
556036,1204,2024-03-16,"diagnostics"
306524,1204,2024-05-23,"diagnostics"
361904,1204,2024-02-29,"diagnostics"
876660,1204,2024-02-20,"diagnostics"
865114,1204,2024-03-22,"diagnostics"
492351,1204,2024-04-14,"consult"
994013,1204,2024-06-02,"pharmacy"
414082,1204,2024-01-12,"consult"
301672,1204,2024-03-05,"diagnostics"
653489,1204,2024-06-23,"browse"
414878,1204,2024-01-11,"consult"
945019,1205,2024-04-04,"diagnostics"
373965,1205,2024-04-24,"diagnostics"
541270,1205,2024-02-25,"consult"
108893,1205,2024-04-07,"diagnostics"
208914,1205,2024-02-26,"diagnostics"
72207,1205,2024-02-14,"diagnostics"
821692,1205,2024-06-02,"diagnostics"
839324,1205,2024-04-22,"diagnostics"
539512,1205,2024-04-12,"diagnostics"
372223,1205,2024-02-13,"consult"
417692,1205,2024-04-18,"pharmacy"
60293,1206,2024-01-09,"diagnostics"
620755,1206,2024-02-27,"pharmacy"
813302,1207,2024-06-28,"diagnostics"
45876,1207,2024-04-03,"browse"
437543,1207,2024-02-08,"diagnostics"
423052,1208,2024-04-13,"consult"
884975,1208,2024-06-13,"diagnostics"
259487,1208,2024-05-21,"consult"
566170,1208,2024-01-24,"diagnostics"
575344,1208,2024-01-22,"pharmacy"
410412,1208,2024-05-15,"diagnostics"
582463,1209,2024-04-06,"diagnostics"
300974,1209,2024-01-21,"diagnostics"
723103,1209,2024-04-14,"consult"
855336,1210,2024-04-05,"browse"
908759,1210,2024-05-18,"consult"
423538,1210,2024-01-18,"diagnostics"
702490,1210,2024-06-19,"pharmacy"
634304,1210,2024-01-29,"consult"
385672,1210,2024-04-11,"diagnostics"
137818,1210,2024-01-05,"consult"
951822,1210,2024-01-05,"browse"
899301,1210,2024-04-10,"consult"
267377,1210,2024-01-04,"browse"
210644,1210,2024-02-03,"browse"
813508,1210,2024-05-29,"diagnostics"
264131,1211,2024-05-15,"browse"
805698,1211,2024-06-22,"consult"
109273,1211,2024-04-23,"diagnostics"
179549,1211,2024-01-12,"diagnostics"
580147,1211,2024-01-02,"consult"
79086,1211,2024-02-24,"diagnostics"
151259,1211,2024-04-13,"diagnostics"
60833,1211,2024-03-08,"pharmacy"
465803,1211,2024-02-19,"consult"
617481,1211,2024-03-25,"browse"
330072,1211,2024-04-23,"consult"
709490,1211,2024-01-14,"consult"
337575,1211,2024-04-13,"pharmacy"
772637,1211,2024-01-14,"pharmacy"
282989,1212,2024-05-24,"pharmacy"
264673,1212,2024-04-19,"diagnostics"
637333,1212,2024-02-22,"browse"
652107,1212,2024-02-24,"consult"
416165,1213,2024-06-26,"diagnostics"
383937,1213,2024-02-14,"diagnostics"
18695,1213,2024-03-05,"consult"
760487,1213,2024-01-05,"consult"
381485,1213,2024-06-12,"consult"
88744,1213,2024-06-06,"browse"
105635,1214,2024-03-06,"browse"
118778,1214,2024-06-21,"browse"
218033,1214,2024-03-28,"browse"
340278,1214,2024-02-28,"pharmacy"
751149,1215,2024-01-02,"pharmacy"
440448,1215,2024-01-13,"pharmacy"
931856,1216,2024-03-26,"diagnostics"
78661,1216,2024-04-25,"diagnostics"
510829,1216,2024-03-21,"diagnostics"
522416,1216,2024-06-26,"consult"
135662,1216,2024-02-04,"diagnostics"
233094,1216,2024-02-19,"pharmacy"
245430,1217,2024-01-19,"diagnostics"
354398,1217,2024-03-04,"consult"
70081,1217,2024-04-05,"consult"
419592,1217,2024-05-04,"consult"
4302,1217,2024-01-18,"pharmacy"
618741,1217,2024-01-29,"pharmacy"
835069,1217,2024-04-25,"diagnostics"
397628,1217,2024-05-12,"consult"
186737,1217,2024-03-09,"browse"
178805,1217,2024-06-28,"diagnostics"
504407,1218,2024-03-23,"browse"
667242,1218,2024-03-13,"consult"
745461,1218,2024-04-01,"browse"
696650,1218,2024-04-07,"consult"
611047,1218,2024-04-28,"consult"
75412,1218,2024-05-12,"diagnostics"
918250,1218,2024-05-16,"diagnostics"
734948,1218,2024-04-14,"consult"
683966,1218,2024-01-26,"pharmacy"
533498,1218,2024-01-19,"browse"
995895,1219,2024-04-10,"pharmacy"
837608,1219,2024-03-08,"pharmacy"
612381,1219,2024-01-07,"browse"
969367,1219,2024-04-16,"pharmacy"
976302,1219,2024-01-30,"browse"
820902,1219,2024-05-27,"pharmacy"
564272,1219,2024-03-09,"browse"
890153,1219,2024-01-06,"consult"
479009,1219,2024-05-01,"browse"
91588,1219,2024-01-10,"browse"
349442,1219,2024-03-17,"browse"
660334,1219,2024-05-05,"diagnostics"
602547,1219,2024-04-23,"pharmacy"
219251,1220,2024-02-16,"pharmacy"
146843,1220,2024-04-10,"diagnostics"
993386,1220,2024-02-04,"consult"
383334,1220,2024-04-28,"browse"
708334,1221,2024-04-21,"pharmacy"
484623,1221,2024-05-23,"diagnostics"
522843,1222,2024-02-23,"browse"
862435,1222,2024-02-02,"pharmacy"
696967,1222,2024-05-31,"consult"
875893,1223,2024-02-06,"browse"
99851,1223,2024-03-24,"browse"
930909,1223,2024-06-07,"pharmacy"
520910,1223,2024-02-07,"consult"
439643,1223,2024-01-14,"diagnostics"
502911,1223,2024-03-13,"browse"
941577,1223,2024-02-07,"diagnostics"
834664,1223,2024-06-13,"pharmacy"
45054,1223,2024-02-01,"browse"
88589,1223,2024-05-11,"browse"
220148,1224,2024-01-10,"pharmacy"
94058,1224,2024-01-16,"diagnostics"
957023,1224,2024-01-18,"consult"
924678,1224,2024-05-05,"consult"
884594,1224,2024-04-20,"pharmacy"
373378,1224,2024-05-08,"consult"
242118,1224,2024-03-14,"browse"
881735,1225,2024-06-08,"diagnostics"
477584,1225,2024-01-17,"consult"
671380,1225,2024-02-24,"pharmacy"
728659,1225,2024-06-25,"browse"
785657,1225,2024-06-02,"browse"
539719,1225,2024-04-18,"browse"
436395,1225,2024-01-29,"consult"
963089,1225,2024-06-16,"diagnostics"
711761,1225,2024-03-15,"consult"
581067,1225,2024-03-19,"pharmacy"
868600,1225,2024-05-10,"diagnostics"
575330,1226,2024-04-16,"browse"
165955,1226,2024-01-20,"diagnostics"
786012,1226,2024-05-12,"diagnostics"
680231,1226,2024-05-14,"browse"
442207,1226,2024-04-09,"consult"
726389,1226,2024-02-06,"browse"
581566,1227,2024-02-05,"pharmacy"
45360,1227,2024-01-25,"browse"
446559,1227,2024-03-06,"consult"
57573,1227,2024-04-11,"pharmacy"
557845,1227,2024-04-08,"diagnostics"
485126,1227,2024-05-20,"pharmacy"
275619,1227,2024-01-16,"consult"
556052,1227,2024-01-28,"pharmacy"
318034,1227,2024-01-17,"consult"
850316,1227,2024-02-05,"diagnostics"
753977,1227,2024-01-20,"consult"
60851,1228,2024-01-06,"diagnostics"
745129,1228,2024-05-31,"browse"
927984,1228,2024-01-05,"browse"
977453,1228,2024-01-17,"diagnostics"
3779,1228,2024-01-23,"diagnostics"
910192,1228,2024-04-30,"pharmacy"
984212,1228,2024-05-29,"consult"
524447,1228,2024-01-28,"pharmacy"
215221,1229,2024-04-11,"pharmacy"
288269,1229,2024-02-27,"browse"
309421,1229,2024-01-14,"browse"
165800,1229,2024-03-13,"diagnostics"
645633,1229,2024-01-05,"pharmacy"
559446,1229,2024-05-19,"pharmacy"
225019,1229,2024-05-06,"consult"
732718,1230,2024-03-19,"diagnostics"
24691,1230,2024-05-26,"diagnostics"
550334,1230,2024-04-24,"browse"
118540,1231,2024-01-23,"diagnostics"
647581,1231,2024-06-18,"pharmacy"
446346,1231,2024-06-01,"consult"
419861,1231,2024-05-05,"diagnostics"
132040,1231,2024-06-17,"pharmacy"
320668,1231,2024-03-14,"pharmacy"
382423,1231,2024-01-08,"diagnostics"
980742,1232,2024-06-12,"browse"
508155,1232,2024-03-28,"pharmacy"
731967,1232,2024-06-07,"diagnostics"
398396,1232,2024-02-19,"pharmacy"
542167,1232,2024-02-12,"pharmacy"
14316,1232,2024-05-27,"browse"
791810,1233,2024-01-30,"pharmacy"
152762,1233,2024-02-04,"diagnostics"
212249,1233,2024-02-04,"browse"
77383,1233,2024-02-26,"consult"
859440,1233,2024-01-10,"consult"
741360,1233,2024-04-14,"consult"
350441,1233,2024-06-05,"diagnostics"
960103,1233,2024-03-11,"pharmacy"
931041,1233,2024-03-08,"consult"
788957,1233,2024-03-18,"browse"
89642,1233,2024-04-04,"browse"
338932,1233,2024-05-05,"diagnostics"
279899,1233,2024-06-01,"diagnostics"
59843,1233,2024-02-03,"browse"
361590,1234,2024-02-22,"browse"
799158,1234,2024-02-22,"pharmacy"
176756,1234,2024-05-14,"diagnostics"
175946,1234,2024-02-11,"diagnostics"
856310,1234,2024-05-16,"diagnostics"
80119,1234,2024-04-10,"diagnostics"
928608,1234,2024-03-24,"consult"
541916,1234,2024-06-02,"diagnostics"
633381,1234,2024-01-03,"consult"
882188,1235,2024-06-11,"diagnostics"
418050,1235,2024-02-24,"consult"
716097,1235,2024-03-24,"browse"
50420,1235,2024-06-20,"consult"
100680,1235,2024-04-21,"browse"
946237,1235,2024-01-25,"browse"
16945,1235,2024-05-01,"consult"
699686,1235,2024-02-21,"browse"
942119,1235,2024-02-29,"browse"
161781,1235,2024-04-19,"browse"
974532,1235,2024-01-20,"consult"
435305,1236,2024-01-09,"diagnostics"
775926,1236,2024-06-06,"pharmacy"
490553,1237,2024-06-20,"diagnostics"
305289,1237,2024-04-18,"consult"
39380,1238,2024-05-24,"browse"
329092,1238,2024-04-16,"pharmacy"
995654,1238,2024-05-11,"consult"
457298,1238,2024-01-28,"browse"
78331,1238,2024-04-15,"pharmacy"
889921,1238,2024-02-16,"pharmacy"
564208,1238,2024-04-12,"consult"
83521,1238,2024-03-19,"diagnostics"
193220,1238,2024-02-09,"browse"
122033,1238,2024-04-24,"browse"
766582,1238,2024-06-13,"diagnostics"
45252,1238,2024-05-24,"pharmacy"
335845,1238,2024-06-17,"browse"
872523,1238,2024-06-18,"diagnostics"
877866,1239,2024-04-02,"pharmacy"
725800,1240,2024-04-27,"diagnostics"
718759,1240,2024-06-06,"diagnostics"
300821,1240,2024-04-05,"diagnostics"
510122,1241,2024-03-01,"pharmacy"
512543,1241,2024-05-11,"consult"
40492,1241,2024-03-12,"diagnostics"
881171,1241,2024-03-05,"browse"
926808,1241,2024-06-02,"consult"
517654,1241,2024-02-09,"pharmacy"
818329,1241,2024-03-18,"pharmacy"
77214,1242,2024-06-02,"diagnostics"
72304,1242,2024-03-23,"pharmacy"
445044,1242,2024-01-05,"consult"
756770,1242,2024-01-16,"diagnostics"
633553,1242,2024-01-14,"consult"
4942,1242,2024-04-10,"consult"
708294,1242,2024-05-25,"pharmacy"
401683,1242,2024-02-25,"pharmacy"
85401,1242,2024-01-23,"browse"
710284,1242,2024-01-13,"consult"
578776,1242,2024-01-27,"consult"
663257,1242,2024-06-14,"pharmacy"
229005,1243,2024-05-19,"consult"
118756,1243,2024-03-08,"diagnostics"
554686,1243,2024-01-29,"consult"
418860,1243,2024-05-11,"pharmacy"
957937,1243,2024-03-06,"diagnostics"
691859,1244,2024-05-24,"browse"
73221,1244,2024-03-22,"browse"
831098,1244,2024-06-15,"consult"
207976,1244,2024-02-03,"browse"
636213,1245,2024-03-22,"pharmacy"
876538,1245,2024-03-05,"diagnostics"
39708,1245,2024-02-10,"consult"
288574,1245,2024-06-08,"pharmacy"
311919,1245,2024-04-09,"consult"
707984,1245,2024-06-19,"diagnostics"
664129,1245,2024-03-08,"browse"
881697,1245,2024-01-01,"diagnostics"
803717,1245,2024-01-16,"pharmacy"
963309,1245,2024-04-25,"browse"
402202,1245,2024-01-19,"browse"
227362,1245,2024-04-24,"diagnostics"
364355,1245,2024-02-18,"consult"
894982,1245,2024-02-06,"diagnostics"
806137,1246,2024-04-24,"consult"
488784,1246,2024-03-02,"consult"
42125,1246,2024-01-02,"browse"
430542,1246,2024-02-17,"diagnostics"
569824,1246,2024-02-24,"browse"
911570,1246,2024-01-01,"diagnostics"
219322,1246,2024-04-12,"pharmacy"
531676,1246,2024-04-21,"pharmacy"
862394,1246,2024-05-26,"browse"
156583,1247,2024-02-26,"diagnostics"
749039,1247,2024-01-22,"browse"
67975,1247,2024-02-29,"consult"
808902,1248,2024-01-29,"consult"
879159,1248,2024-03-22,"browse"
635091,1248,2024-06-26,"diagnostics"
336802,1248,2024-06-01,"consult"
51243,1249,2024-06-23,"browse"
121118,1249,2024-03-21,"consult"
913993,1249,2024-06-19,"browse"
759990,1249,2024-01-16,"browse"
407107,1249,2024-04-28,"consult"
532009,1249,2024-04-19,"consult"
180529,1249,2024-01-06,"diagnostics"
726708,1249,2024-01-17,"consult"
656568,1249,2024-03-07,"browse"
526259,1249,2024-04-09,"pharmacy"
656343,1249,2024-06-10,"browse"
388176,1249,2024-04-24,"browse"
198735,1249,2024-02-25,"diagnostics"
417076,1249,2024-02-18,"consult"
42769,1250,2024-02-05,"consult"
565538,1250,2024-01-30,"pharmacy"
703227,1250,2024-03-03,"pharmacy"
181652,1250,2024-06-28,"browse"
532860,1251,2024-06-17,"pharmacy"
740694,1251,2024-06-06,"diagnostics"
523319,1251,2024-03-19,"consult"
308365,1251,2024-05-28,"browse"
641249,1251,2024-01-25,"pharmacy"
460894,1252,2024-02-22,"browse"
763461,1252,2024-06-24,"browse"
157079,1252,2024-06-07,"diagnostics"
688586,1252,2024-06-05,"consult"
180561,1252,2024-04-13,"diagnostics"
72916,1252,2024-03-29,"browse"
456226,1252,2024-01-12,"diagnostics"
147801,1252,2024-02-24,"browse"
716399,1252,2024-03-09,"diagnostics"
346202,1252,2024-02-07,"consult"
713227,1252,2024-05-26,"consult"
944977,1252,2024-06-05,"diagnostics"
345174,1252,2024-06-06,"pharmacy"
530775,1253,2024-02-22,"consult"
27364,1253,2024-01-04,"consult"
138165,1253,2024-01-28,"browse"
815628,1253,2024-02-22,"browse"
466427,1253,2024-01-25,"pharmacy"
130205,1253,2024-04-13,"diagnostics"
505750,1253,2024-06-05,"consult"
342794,1253,2024-01-21,"diagnostics"
600983,1253,2024-04-04,"pharmacy"
508864,1253,2024-05-08,"pharmacy"
449135,1254,2024-02-03,"browse"
589786,1254,2024-03-23,"consult"
230888,1254,2024-05-10,"diagnostics"
934279,1254,2024-03-02,"diagnostics"
923680,1254,2024-05-15,"consult"
218711,1254,2024-06-02,"pharmacy"
19984,1254,2024-03-31,"consult"
432426,1254,2024-03-13,"pharmacy"
924337,1255,2024-02-25,"diagnostics"
661304,1255,2024-06-21,"consult"
883527,1255,2024-03-19,"pharmacy"
363227,1255,2024-02-05,"consult"
641413,1255,2024-04-24,"browse"
156588,1256,2024-04-01,"diagnostics"
11624,1256,2024-03-05,"consult"
294935,1256,2024-02-14,"consult"
903570,1256,2024-04-26,"browse"
199965,1256,2024-03-05,"browse"
76216,1256,2024-05-27,"consult"
683602,1256,2024-04-23,"browse"
321366,1257,2024-03-07,"diagnostics"
973121,1257,2024-02-23,"pharmacy"
541349,1257,2024-03-23,"diagnostics"
287004,1257,2024-06-01,"browse"
710160,1257,2024-04-24,"consult"
804656,1257,2024-03-27,"pharmacy"
468554,1257,2024-05-02,"browse"
875571,1257,2024-05-27,"pharmacy"
782476,1257,2024-03-28,"diagnostics"
272467,1257,2024-04-15,"browse"
558434,1257,2024-01-21,"pharmacy"
764870,1257,2024-02-22,"diagnostics"
698035,1257,2024-03-26,"consult"
333151,1257,2024-06-22,"diagnostics"
520155,1258,2024-03-11,"pharmacy"
965868,1259,2024-06-14,"pharmacy"
499966,1259,2024-02-15,"browse"
240671,1259,2024-05-23,"diagnostics"
601856,1259,2024-01-20,"pharmacy"
937681,1259,2024-06-18,"browse"
246740,1259,2024-03-12,"pharmacy"
262321,1259,2024-01-11,"diagnostics"
796658,1259,2024-02-12,"pharmacy"
485895,1259,2024-01-19,"consult"
866102,1259,2024-06-28,"diagnostics"
785195,1259,2024-04-05,"browse"
718237,1260,2024-04-01,"browse"
122511,1260,2024-02-20,"consult"
928252,1260,2024-06-01,"pharmacy"
453245,1260,2024-06-02,"pharmacy"
2469,1260,2024-06-20,"diagnostics"
572842,1260,2024-05-13,"pharmacy"
498511,1261,2024-03-28,"consult"
784448,1261,2024-06-14,"browse"
857932,1262,2024-01-13,"consult"
216965,1262,2024-01-06,"consult"
643933,1262,2024-06-13,"consult"
43316,1262,2024-02-15,"pharmacy"
296579,1262,2024-02-03,"pharmacy"
880574,1262,2024-02-11,"pharmacy"
766271,1262,2024-05-24,"consult"
468341,1262,2024-01-30,"diagnostics"
298588,1262,2024-01-07,"consult"
465837,1262,2024-01-23,"browse"
940173,1262,2024-05-27,"browse"
219763,1262,2024-03-21,"browse"
346136,1262,2024-04-24,"pharmacy"
768304,1262,2024-01-27,"diagnostics"
906078,1263,2024-06-21,"pharmacy"
128013,1263,2024-05-01,"browse"
224895,1263,2024-03-25,"browse"
849678,1263,2024-02-20,"pharmacy"
76682,1263,2024-04-17,"diagnostics"
692763,1263,2024-06-02,"browse"
416325,1263,2024-06-08,"browse"
941919,1263,2024-05-19,"pharmacy"
360396,1263,2024-04-12,"browse"
290539,1263,2024-06-10,"diagnostics"
66920,1263,2024-04-18,"consult"
921900,1263,2024-04-21,"diagnostics"
513339,1263,2024-03-11,"consult"
610125,1263,2024-06-24,"diagnostics"
79792,1264,2024-04-07,"diagnostics"
916921,1264,2024-03-29,"browse"
995819,1264,2024-04-08,"consult"
552261,1264,2024-06-02,"pharmacy"
661798,1264,2024-01-27,"browse"
750458,1264,2024-01-31,"diagnostics"
566999,1264,2024-01-15,"pharmacy"
480581,1264,2024-01-11,"pharmacy"
626978,1264,2024-04-21,"pharmacy"
186922,1264,2024-06-16,"consult"
462294,1264,2024-06-18,"diagnostics"
146601,1264,2024-04-28,"diagnostics"
